"Jan"	"Feb"	"Mar"	"Apr"	"May"	"Jun"	"Jul"	"Aug"	"Sep"	"Oct"	"Nov"	"Dec"	"mean"	"year"	"winter"	"spring"	"summer"	"autumn"
"14"	5.2	4.64642857142857	5.18387096774194	7.06	8.31290322580645	9.63333333333333	11.1483870967742	10.7	10.13	8.55161290322581	7.06666666666667	5.09354838709677	7.72722926267281	1982	4.92321428571428	6.85225806451613	10.4939068100358	8.58275985663083
"15"	5.7258064516129	4.66428571428571	6.00322580645161	6.86333333333333	7.0741935483871	8.53333333333333	11.2129032258065	11.2935483870968	9.36333333333333	7.56129032258065	5.31333333333333	3.18387096774194	7.23270481310804	1983	5.19504608294931	6.64691756272401	10.3465949820789	7.4126523297491
"16"	5.45161290322581	4.83448275862069	5.14838709677419	6.96666666666667	8.6	8.63333333333333	11.0451612903226	11.82	NA	NA	NA	NA	7.81245550611791	1984	5.14304783092325	6.90501792114695	10.4994982078853	NA
"17"	NA	NA	NA	7.57952380952381	9.46290322580645	10.4793333333333	11.1428	11.7761290322581	11.1876666666667	9.48129032258064	6.426	6.1758064516129	9.30127253797577	1985	NA	8.52121351766513	11.1327541218638	9.03165232974911
"18"	4.99516129032258	4.01363636363636	5.53258064516129	7.04633333333333	9.20032258064516	10.3326666666667	11.2120689655172	11.4025806451613	9.33260869565217	8.58870967741935	6.8648275862069	5.56	7.84012470414353	1986	4.50439882697947	7.25974551971326	10.9824387591151	8.26204865309281
"19"	3.7808	3.93894736842105	4.92	7.61966666666667	8.64645161290323	9.265	10.2722580645161	10.3358064516129	10.403	8.03096774193548	7.004	5.92225806451613	7.51159633088096	1987	3.85987368421053	7.0620394265233	9.957688172043	8.47932258064516
"20"	6.57516129032258	6.36642857142857	6.00129032258064	7.36366666666667	9.06967741935484	10.0276666666667	11.1229032258065	11.5667741935484	10.371	8.68161290322581	5.29266666666667	5.57354838709677	8.16769969278035	1988	6.47079493087558	7.47821146953405	10.9057813620072	8.11509318996416
"21"	5.08741935483871	5.20642857142857	6.8648	7.36333333333333	9.44354838709677	10.338	11.578064516129	11.6064516129032	10.62	8.6092	5.55666666666667	4.09870967741935	8.03105184331797	1989	5.14692396313364	7.8905605734767	11.1741720430107	8.26195555555556
"22"	5.40677419354839	6.215	6.81774193548387	7.32133333333333	9.69290322580645	10.418	11.7335483870968	12.5126666666667	10.0630769230769	8.57935483870968	6.96933333333333	4.83064516129032	8.38003149986215	1990	5.8108870967742	7.94399283154122	11.5547383512545	8.53725503170664
"23"	5.82129032258065	4.2125	6.37096774193548	6.93566666666667	8.06677419354839	9.09566666666667	10.6906451612903	11.0058064516129	10.472	7.75806451612903	5.58966666666667	2.7958064516129	7.40123790322581	1991	5.01689516129032	7.12446953405018	10.2640394265233	7.93991039426523
"24"	3.694	3.87344827586207	5.8832	7.91066666666667	9.63387096774194	9.78066666666667	10.5035483870968	10.751935483871	9.75	8.72	7.557	6.86967741935484	7.91066782227167	1992	3.78372413793103	7.8092458781362	10.3453835125448	8.67566666666667
"25"	6.25387096774194	6.15	6.46354838709677	7.64633333333333	9.07387096774194	9.88466666666667	10.7013043478261	11.0072	10.0071428571429	8.17548387096774	4.671	5.5824	7.96806844987645	1993	6.20193548387097	7.72791756272401	10.5310570048309	7.61787557603688
"26"	6.65064516129032	6.13107142857143	7.03612903225806	7.62730769230769	10.49	10.4003571428571	10.7933333333333	10.5406451612903	9.733	8.3841935483871	8.38583333333333	7.20903225806452	8.6151290076411	1994	6.39085829493087	8.38447890818858	10.5781118791602	8.83434229390681
"27"	5.68612903225806	7.15142857142857	6.73032258064516	8.10033333333333	9.21032258064516	9.56633333333333	11.2209677419355	11.0409677419355	9.77866666666667	9.07115384615385	6.92233333333333	5.08870967741935	8.29730570325732	1995	6.41877880184331	8.01365949820788	10.6094229390681	8.59071794871795
"28"	4.50967741935484	3.97793103448276	5.81032258064516	7.74933333333333	8.62290322580645	9.52033333333333	9.89032258064516	10.4648387096774	9.49666666666667	8.62774193548387	7.95619047619048	6.8241935483871	7.78753790366721	1996	4.2438042269188	7.39418637992831	9.9584982078853	8.69353302611367
"29"	5.6141935483871	6.48071428571429	7.11	7.17166666666667	8.94225806451613	9.732	9.82032258064516	10.6454838709677	9.86166666666667	7.00111111111111	6.253	5.82806451612903	7.87170677590032	1997	6.0474539170507	7.7413082437276	10.065935483871	7.70525925925926
"30"	6.28290322580645	5.70857142857143	6.75227272727273	8.01233333333333	8.72096774193548	9.89433333333333	10.4158064516129	11.1945161290323	10.1003333333333	8.66935483870968	7.35266666666667	6.3658064516129	8.28915547176837	1998	5.99573732718894	7.82852460084718	10.5015519713262	8.70745161290322
"31"	6.18	5.79071428571429	7.52111111111111	8.69466666666667	10.1248387096774	11.2293333333333	12.4990322580645	11.7290322580645	11.4737037037037	8.71064516129032	6.67366666666667	6.39838709677419	8.91876093758889	1999	5.98535714285715	8.78020549581839	11.8191326164874	8.9526718438869
"32"	6.19806451612903	6.91344827586207	7.54387096774194	8.72933333333333	10.4551612903226	11.318	10.86	11.1270967741935	10.3986666666667	9.33322580645161	8.207	6.81129032258065	8.99126316277345	2000	6.55575639599555	8.90945519713262	11.1016989247312	9.3129641577061
"33"	6.32870967741936	6.72714285714286	7.16967741935484	8.019	9.94677419354839	10.5423333333333	12.2964516129032	12.4493548387097	10.431	9.88838709677419	7.17033333333333	5.69161290322581	8.88839810547875	2001	6.52792626728111	8.37848387096774	11.7627132616487	9.16324014336917
"34"	5.11161290322581	7.09642857142857	7.57387096774194	8.305	9.23483870967742	10.854	11.1048387096774	11.7229032258065	10.4766666666667	8.896	9.19863636363636	7.30172413793103	8.90637668798264	2002	6.10402073732719	8.37123655913979	11.227247311828	9.52376767676769
"35"	7.86935483870968	6.71571428571429	8.44451612903226	9.39766666666667	11.7348387096774	13.7323333333333	13.9177419354839	14.5332258064516	11.834	7.36806451612903	6.49866666666667	3.46741935483871	9.62612852022529	2003	7.29253456221199	9.85900716845878	14.0611003584229	8.56691039426523
"36"	3.88774193548387	5.6248275862069	5.8741935483871	8.35	8.83806451612903	10.1506666666667	10.7793548387097	11.9652	10.547	8.72741935483871	6.545	4.71806451612903	8.00062774687925	2004	4.75628476084538	7.68741935483871	10.9650738351255	8.60647311827957
"37"	5.70516129032258	5.23428571428571	5.83451612903226	7.625	8.83741935483871	10.5056666666667	11.7629032258065	10.9267741935484	10.752	8.87096774193548	6.06533333333333	4.61	8.06083563748081	2005	5.46972350230415	7.43231182795699	11.0651146953405	8.5627670250896
"38"	NA	NA	7.94	8.06	10.275	11.05	10.74	10.7	10.475	8.56	7.23333333333333	6.825	9.18583333333333	2007	NA	8.75833333333333	10.83	8.75611111111111
"39"	6.92	7.05	7.675	8.56	10.75	12.05	12.1	12	10.6	9.45	8.5	6.25	9.32541666666667	2008	6.985	8.995	12.05	9.51666666666667
"40"	4.46666666666667	6.55	7.82	10.45	10.55	11.38	11.975	11.86	11.225	9.55	8.575	7.2	9.30013888888889	2009	5.50833333333333	9.60666666666667	11.7383333333333	9.78333333333333
"41"	5.85	4.275	7.74	9.225	10.325	11.46	14.1	12.12	10.6	8.75	8.475	6.9	9.15166666666667	2010	5.0625	9.09666666666667	12.56	9.275
